Title,Time,Giá ,Diện tích ,Địa chỉ tài sản,Mã tin,Loại tin,Loại BDS,Chiều ngang,Chiều dài,Hướng,Đường trước nhà,Pháp lý,Số lầu,Số phòng ngủ
Cực hiếm. veiw hồ. giá rẻ. Đất Hạ Bằng - Thạch Thất - Hòa Lạc, Hôm qua, 2.22 tỷ , 101 m2, Tỉnh lộ 420. Xã Hạ Bằng. Huyện Thạch Thất. Hà Nội,9814800,Cần bán,Nhà mặt tiền,5m,20m,_,7m,Sổ hồng/ Sổ đỏ,---,---
Nhà mặt ngõ Khương Hạ. lô góc . KD. dt 34 m 4 tầng. giá 3.5 tỷ, Hôm qua, 3.5 tỷ , 34 m2, 1 Phố Khương Hạ. Phường Khương Hạ. Quận Thanh Xuân. Hà Nội,9809357,Cần bán,Nhà mặt tiền,4m,---,_,3m,Sổ hồng/ Sổ đỏ,4,3
Bán nhà riêng đường Mỹ Đình . dt 45 m.  nhà 4 tầng. giá 4.35 tỷ, Hôm qua, 4.35 tỷ , 45 m2, 1 Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,9814789,Cần bán,Nhà trong hẻm,4m,---,_,3m,Sổ hồng/ Sổ đỏ,4,5
BÁN NHÀ NGỌC LÂM 90M2 4T Ô TÔ GẦN PHỐ NHIỀU TIỆN ÍCH - GIÁ 9.7 TỶ, Hôm qua, 9.7 tỷ , 90 m2, 10 Đường Ngọc Lâm. Phường Ngọc Lâm. Quận Long Biên. Hà Nội,9814785,Cần bán,Nhà trong hẻm,5m,---,_,4m,Sổ hồng/ Sổ đỏ,4,4
Nhà 45m2*5T mới ngay Trung Tâm Ngũ Hiệp. Thanh trì. 6p.4WC. Nhà chất. vị trí đẹp., Hôm qua, 2.78 tỷ , 45 m2, Đường Ngũ Hiệp. Xã Ngũ Hiệp. Huyện Thanh Trì. Hà Nội,9700845,Cần bán,Nhà trong hẻm,5.2m,9m,_,3m,Sổ hồng/ Sổ đỏ,4,6
Nhà lô Góc 43m2*5T mới ngõ 81 Hoà Bình 7 Minh Khai. 8p.4WC, Hôm qua, 4.65 tỷ , 43 m2, Ngõ 81 Hoà Bình 7 Minh Khai Đường Minh Khai. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,9503506,Cần bán,Nhà trong hẻm,4m,11m,_,3m,Sổ hồng/ Sổ đỏ,5,8
Nhà 48m2*5T mới đầu đường mới 15 Gốc Đề. Minh Khai. Ngõ thông. KD tốt. SĐCC, Hôm qua, 6.2 tỷ , 48 m2, Số 5 Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,9537041,Cần bán,Nhà trong hẻm,4m,12m,_,3m,Sổ hồng/ Sổ đỏ,5,9
Bán nhà riêng tại 192 Lê Trọng Tấn. dt 48m2. 5 tầng. ô tô nhỏ đỗ cổng. giá nhỉnh 3 tỷ!!!, Hôm qua, 3.55 tỷ , 48 m2, Đường  Lê Trọng Tấn. Phường Định Công. Quận Hoàng Mai. Hà Nội,9764030,Cần bán,Nhà trong hẻm,3.5m,---,_,3m,---,5,3
CẦN BÁN TRƯỚC TẾT CĂN HỘ DÒNG TIỀN-9 PHÒNG KHẾP KÍN-NỘI THẤT ĐẦY ĐỦ-XUÂN THỦY CẦU GIẤY, Hôm qua, 6.35 tỷ , 47 m2, Đường Xuân Thủy. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,9807726,Cần bán,Nhà mặt tiền,---,---,_,3m,Sổ hồng/ Sổ đỏ,5,9
QUÁ ĐỈNH NHÀ CÁCH MẶT PHỐ TRẦN CUNG CHỈ VÀI CHỤC MÉT-NGÕ RỘNG XE BA GÁC CHẠY VÙ VÙ-GẦN CHỢ, Hôm qua, 3.4 tỷ , 35 m2, Trần Quốc vượng Cầu Giấy Hà Nội Đường Trần Cung. Phường Cổ Nhuế 1. Quận Bắc Từ Liêm. Hà Nội,9758739,Cần bán,Nhà mặt tiền,---,---,_,3m,Sổ hồng/ Sổ đỏ,5,4
NHÀ SIÊU HIẾM-Ô TÔ ĐỖ CỬA-ĐÌNH THÔN NAM TỪ LIÊM-GIÁ 5.x tỷ, Hôm qua, 5.6 tỷ , 55 m2, HÀ NỘI Đường Đình Thôn. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,9460029,Cần bán,Nhà mặt tiền,4m,15m,_,3m,Sổ hồng/ Sổ đỏ,5,4
Nhà Thái Thịnh đẹp như cung vua. ô tô trước nhà. tiện kinh doanh. 46m2. tặng full nội thất, Hôm qua, 4.5 tỷ , 46 m2, Phố Thái Thịnh. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,9305343,Cần bán,Nhà trong hẻm,5m,---,_,3m,Sổ hồng/ Sổ đỏ,4,4
Siêu Phẩm Nguyễn Phong Sắc. 9.6 tỷ_50m2. mặt tiền 4m. ô tô tránh. kinh doanh., Hôm qua, 9.6 tỷ , 50 m2, Đường Nguyễn Phong Sắc. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,9814150,Cần bán,Nhà trong hẻm,4m,---,_,6m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà lô góc khu Sudico The Manor Mỹ Đình. dt 99m2 x 9 tầng. kinh doanh. thang máy, Hôm qua, 23.9 tỷ , 99 m2, 1 Đường Trần Văn Lai. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,9646872,Cần bán,Nhà mặt tiền,7m,14m,Khu đô thị mới Mỹ Đình Sông Đà - Sudico, (xem chi tiết dự án),_,8m,Sổ hồng/ Sổ đỏ,8,21
BÁN NHÀ MẶT PHỐ P. HÀNG MÃ  122m2 x 5 Tầng Mt 5m TT BUÔN BÁN TẤP NẬP NHẤT VN, Hôm qua, 57 tỷ , 122 m2, 12 Phố Hàng Cót. Phường Hàng Mã. Quận Hoàn Kiếm. Hà Nội,9667624,Cần bán,Nhà mặt tiền,5m,---,_,12m,Sổ hồng/ Sổ đỏ,5,5
BÁN NHÀ MẶT  PHỐ KHU YẾT KIÊU - HOÀN KIẾM 150m2 x 10 TẦNG THANG MÁY MT7m giá 67 tỷ, Hôm qua, 67 tỷ , 150 m2, 15 Phố Yết Kiêu. Phường Trần Hưng Đạo. Quận Hoàn Kiếm. Hà Nội,9634716,Cần bán,Nhà mặt tiền,7m,---,_,10m,Sổ hồng/ Sổ đỏ,10,10
BÁN NHÀ MẶT PHỐ KHU CÁT LINH - TT ĐỐNG ĐA 135m2 x 4 Tầng, Hôm qua, 38.8 tỷ , 135 m2, 5 Phố Cát Linh. Phường Hàng Bột. Quận Đống Đa. Hà Nội,9577555,Cần bán,Nhà mặt tiền,6.6m,---,_,12m,Sổ hồng/ Sổ đỏ,4,4
BÁN NHÀ MẶT PHỐ P. HÀNG BÔNG TT BUÔN BÁN TẤP NẬP NHẤT VN, Hôm qua, 58 tỷ , 76 m2, 5 Phố Hàng Da. Phường Hàng Bông. Quận Hoàn Kiếm. Hà Nội,9493851,Cần bán,Nhà mặt tiền,5m,---,_,10m,Sổ hồng/ Sổ đỏ,5,5
GIÁ CỰC SỐC. BÁN NHÀ NGỌC KHÁNH BA ĐÌNH 32M2 - 3.3 TỶ - 4 TẦNG, Hôm qua, 3.3 tỷ , 32 m2, Phố Ngọc Khánh. Phường Giảng Võ. Quận Ba Đình. Hà Nội,9787338,Cần bán,Nhà trong hẻm,3.8m,8.5m,_,2m,Sổ hồng/ Sổ đỏ,4,3
BÁN NHÀ HÀO NAM TRUNG TÂM ĐỐNG ĐA 4.35 TỶ 54M (ảnh và nhà thật), Hôm qua, 4.35 tỷ , 54 m2, Phố Hào Nam. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9617462,Cần bán,Nhà trong hẻm,5m,11m,Tây Nam,2m,Sổ hồng/ Sổ đỏ,3,3
GIÁ CỰC SỐC. BÁN NHÀ PHAN ĐÌNH GIÓT THANH XUÂN 45M2 - 3.9 tỷ. ô tô đỗ, Hôm qua, 3.9 tỷ , 45 m2, Phố Phan Đình Giót. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,9810218,Cần bán,Nhà trong hẻm,4.3m,10m,_,3.3m,Sổ hồng/ Sổ đỏ,3,3
NGÕ Ô TÔ. XÂY ĐẸP. PHỐ NGUYỄN AN NINH- HOÀNG MAI- 56 M- 5 TẦNG- VĂN PHÒNG- NHỈNH 6 TỶ, Hôm qua, 6 tỷ , 56 m2, Đường Nguyễn An Ninh. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,9799023,Cần bán,Nhà mặt tiền,4m,14m,_,10m,Sổ hồng/ Sổ đỏ,5,5
BÁN ĐẤT KHU DU LỊCH NGHỈ DƯỠNG  SÓC SƠN -HOMESTAY- Ô TÔ TRÁNH- LÔ GÓC- GIÁ ĐẦU TƯ, Hôm qua, 6 triệu / m2  , 2.477 m2, Tỉnh Lộ 35. Xã Nam Sơn. Huyện Sóc Sơn. Hà Nội,9395380,Cần bán,Nhà mặt tiền,40m,---,_,5.5m,Sổ hồng/ Sổ đỏ,---,2
CC CẦN BÁN NHÀ MỄ TRÌ.TỪ LIÊM ĐỐI DIỆN THE MANOR 43M2.MT 4M.Ô TÔ ĐỖ CỬA.KINH DOANH.5.1 TỶ, Hôm qua, 5.1 tỷ , 43 m2, Đường Mễ Trì. Phường Mễ Trì. Quận Nam Từ Liêm. Hà Nội,9586944,Cần bán,Nhà mặt tiền,4m,---,_,4.5m,---,3,2
SIÊU PHẨM MẶT PHỐ TRUNG KÍNH - LÔ GÓC-DT60m2x 5T-OTO TRÁNH- KINH DOANH SẦM UẤT-GIÁ 13.7 TỶ, 08/01/2022, 13.7 tỷ , 60 m2, Phố Trung Kính. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9811692,Cần bán,Nhà mặt tiền,4.5m,---,_,4.5m,Sổ hồng/ Sổ đỏ,5,4
Bán  KSTô Ngọc Vân  Diện tích 116m2 xây đẹp 8 tầng Mặt tiền 7 m Giá  28.5  Tỷ. Tây Hồ -Hà, 08/01/2022, 28.5 tỷ , 116 m2, Đường Tô Ngọc Vân. Phường Quảng An. Quận Tây Hồ. Hà Nội,9812988,Cần bán,Nhà mặt tiền,7m,15m,_,4m,Sổ hồng/ Sổ đỏ,8,14
Bán nhà mặt phố quận Đống Đa. khu vực Giảng Võ. dt70m2 nhà 5t k/d đắc địa giá 22 tỷ, 08/01/2022, 22 tỷ , 70 m2, Phố Giảng Võ. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,8625446,Cần bán,Nhà mặt tiền,---,---,_,50m,Sổ hồng/ Sổ đỏ,5,6
Nhà Định Công Thượng - Hoàng Mai – Ôtô – 6 Tầng thang máy – Kinh doanh., 08/01/2022, 7.85 tỷ , 45 m2, Đường Định Công Thượng. Phường Định Công. Quận Hoàng Mai. Hà Nội,9060418,Cần bán,Nhà trong hẻm,4m,11m,_,5m,Sổ hồng/ Sổ đỏ,6,3
NHÀ MỚI BỒ ĐỀ 5 TẦNG - Ô TÔ ĐỖ CỔNG - SÁT HỒ ĐIỀU HOÀ, 08/01/2022, 6 tỷ , 55 m2, Phố Bồ Đề. Phường Bồ Đề. Quận Long Biên. Hà Nội,9805523,Cần bán,Nhà mặt tiền,---,---,_,4m,---,5,4
BÁN NHÀ KHƯƠNG TRUNG. 43M2 5 TẦNG. 20M RA Ô TÔ. 3.99 TỶ, 08/01/2022, 3.99 tỷ , 43 m2, Đường Khương Trung. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,9811327,Cần bán,Nhà trong hẻm,---,---,_,3m,---,5,3
Bán nhà SIÊU ĐẸP. ô tô 7 chỗ vào tận nơi. mặt ngõ lớn phố Trần Cung. Hoàng Quốc Việt.HN, 08/01/2022, Thỏa thuận, 50 m2, Đường Trần Cung. Phường Cổ Nhuế 1. Quận Bắc Từ Liêm. Hà Nội,9649233,Cần bán,Nhà trong hẻm,---,---,_,---,---,4,---
Chính chủ cần bán trước Tết nhà mới ở luôn ô Tô vào nhà ngõ thông., 08/01/2022, 9 tỷ , 90 m2, Đường Nguyễn Văn Trỗi. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,9811012,Cần bán,Nhà mặt tiền,---,---,_,5m,Sổ hồng/ Sổ đỏ,5,6
CHÍNH CHỦ CẦN BÁN NHÀ MẶT PHỐ XA LA. PHƯỜNG PHÚC LA. QUẬN HÀ ĐÔNG. HÀ NỘI, 08/01/2022, 170 triệu / m2  , 42 m2, Phường Phúc La. Quận Hà Đông. Hà Nội,9732177,Cần bán,Nhà mặt tiền,---,---,_,---,---,---,---
BÁN NHÀ MỚI 33M2X5T NGÕ 1395 GIẢI PHÓNG. GẦN QUẬN ỦY HOÀNG MAI. GẦN ĐƯỜNG LỚN. GIÁ 3.5 TỶ, 08/01/2022, 3.5 tỷ , 33 m2, Đường Giải Phóng. Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,9787400,Cần bán,Nhà trong hẻm,3.5m,---,_,4m,Sổ hồng/ Sổ đỏ,5,4
Chính chủ bán nhà Định Công Thượng. đi ngõ 192/296 số 72 Lê Trọng Tấn DT: 35m2 x 5 tầng., 08/01/2022, 3.55 tỷ , 33 m2, 219 Đường  Lê Trọng Tấn. Phường Định Công. Quận Hoàng Mai. Hà Nội,9809120,Cần bán,Nhà mặt tiền,5m,6m,Tây Nam,2.5m,Sổ hồng/ Sổ đỏ,5,4
bán tòa nhà văn phòng phố Nguyễn Quốc Trị. Nam Trung Yên. 100m2 7 tầng 1 hầm đẹp, 08/01/2022, 41 tỷ , 100 m2, Đường Nguyễn Quốc Trị. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9808844,Cần bán,Nhà mặt tiền,6.5m,15m,Khu đô thị mới Nam Trung Yên, (xem chi tiết dự án),Đông Bắc,17m,Sổ hồng/ Sổ đỏ,7,8
Chính Chủ Bán Tòa Nhà Mặt Phố Trần Hữu Tước.60m2x6 Tầng Thang Máy.Giá 19 Tỷ, 08/01/2022, 19 tỷ , 60 m2, số xx Phố Trần Hữu Tước. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9578928,Cần bán,Nhà mặt tiền,4m,---,_,15m,Sổ hồng/ Sổ đỏ,6,5
Phân lô_ gara  oto Trung tâm Thanh trì 3 tỷ _ gần TECCO., 08/01/2022, 3 tỷ , 43 m2, Đường Ngọc Hồi. Xã Tứ Hiệp. Huyện Thanh Trì. Hà Nội,9555756,Cần bán,Nhà trong hẻm,---,---,_,3.5m,Sổ hồng/ Sổ đỏ,5,4
Bán Nhà Khương Thượng. Đống Đa - 5T Mới Đẹp - 45m 4.6 Tỷ, 08/01/2022, 4.6 tỷ , 45 m2, Phố Khương Thượng. Phường Khương Thượng. Quận Đống Đa. Hà Nội,9800956,Cần bán,Nhà trong hẻm,3.5m,12m,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
PHƯƠNG LIỆT - PHÂN LÔ Ô TÔ VÀO NHÀ  - DÂN TRÍ CAO - DT 60M2 X MT 3.6M .GIÁ 6.2 TỶ, 08/01/2022, 6.2 tỷ , 60 m2, Phố Phương Liệt. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,9807608,Cần bán,Nhà mặt tiền,---,---,_,4.5m,Sổ hồng/ Sổ đỏ,5,3
Mặt phố  Hàng Bè 420m × 2 tầng . mặt tiền  13m . giá 315 tỷ, 07/01/2022, 315 tỷ , 420 m2, Phố Hàng Bè. Phường Hàng Bạc. Quận Hoàn Kiếm. Hà Nội,9807086,Cần bán,Nhà mặt tiền,13m,32m,_,8m,Sổ hồng/ Sổ đỏ,2,4
BÁN NHÀ MẶT PHỐ MỸ ĐÌNH. HÀNG HIẾM. Ô TÔ. KINH DOẠNH SẦM UẤT NHỈNH 13 TỶ, 07/01/2022, 13.7 tỷ , 70 m2, Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,9792067,Cần bán,Nhà mặt tiền,---,---,_,7m,---,2,2
Cần bán gấp nhà mặt phố Trần Quốc Hoàn. Dịch Vọng Hậu. Cầu Giấy. 33m2 x 5T. MT4m.12 tỷ., 07/01/2022, 12.3 tỷ , 33 m2, Phố Trần Quốc Hoàn. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,9656244,Cần bán,Nhà mặt tiền,---,---,_,25m,---,5,4
Bán Lô đất Hà Lâm 2. Thụy Lâm.120m Lô Góc. Kinh Doanh. Đông Anh., 07/01/2022, 3.78 tỷ , 120 m2, Đường Thụy Lâm. Xã Thụy Lâm. Huyện Đông Anh. Hà Nội,9806431,Cần bán,Nhà trong hẻm,8m,15m,_,8m,---,---,---
Bán Buôn bán lẻ Mua Số 28 Ngõ 131 Hồng Hà.Phúc xá.Ba đình.HN, 07/01/2022, 9.8 tỷ , 44 m2, Đường Hồng Hà. Phường Phúc Xá. Quận Ba Đình. Hà Nội,9805951,Cần bán,Nhà mặt tiền,4m,11m,_,8m,Sổ hồng/ Sổ đỏ,6,8
LÔ GÓC-ĐẸP-CÁCH Ô TÔ 30M. Nhà Nguyễn Chính Tân Mai. 32m2. 4 Tầng. Gía 2.65 tỷ ( ẢNH THẬT), 07/01/2022, 2.65 tỷ , 32 m2, Đường Nguyễn Chính. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,9802890,Cần bán,Nhà mặt tiền,3.5m,---,_,2.5m,Sổ hồng/ Sổ đỏ,4,3
MỚI ĐẸP - GẦN PHỐ. Nhà Trương Định. 40m2. 4 Tầng mặt tiền 4.6m. Gía 4.53 Tỷ ( ẢNH THẬT ), 07/01/2022, 4.53 tỷ , 40 m2, Đường Trương Định. Phường Trương Định. Quận Hai Bà Trưng. Hà Nội,9803156,Cần bán,Nhà mặt tiền,4.6m,---,_,2.5m,Sổ hồng/ Sổ đỏ,4,3
NHÀ ĐẸP ĐẦU PHỐ - NGÕ NÔNG - GẦN Ô TÔ. Nhà Lĩnh Nam. 33m2. 5 Tầng. Gía 3.15 tỷ ( ẢNH THẬT), 07/01/2022, 3.15 tỷ , 33 m2, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,9802446,Cần bán,Nhà mặt tiền,3.3m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
MẶT NGÕ KINH DOANH- Ô TÔ- GIÁ TỐT. Nhà Giải Phóng. 33 m2. 5 Tầng. Gía 3.53 Tỷ ( ẢNH THẬT ), 07/01/2022, 3.53 tỷ , 33 m2, Đường Giải Phóng. Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,9795893,Cần bán,Nhà mặt tiền,3.7m,---,_,3m,Sổ hồng/ Sổ đỏ,5,3
BÁN NHÀ TAM TRINH. 30M2. 10M RA ĐƯỜNG Ô TÔ. 2.75 TỶ, 07/01/2022, 2.75 tỷ , 30 m2, Đường Tam Trinh. Phường Yên Sở. Quận Hoàng Mai. Hà Nội,9805347,Cần bán,Nhà trong hẻm,---,---,_,3m,---,4,3
BÁN CĂN CHUNG CƯ MINI 180M2 X 8 TẦNG (1 HẦM) - 70 PHÒNG CHO THUÊ. DOANH THU 350TR/THÁNG, 07/01/2022, 52 tỷ , 180 m2, Đường Võ Chí Công. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,9805057,Cần bán,Nhà mặt tiền,8m,23m,_,5m,Sổ hồng/ Sổ đỏ,8,70
Chủ mót bán nhà Kim Mã 24m2 giá chỉ nhỉnh 2 tỷ. nhà thiết kế hợp lý chỉ cần xách đồ về ở, 07/01/2022, 2.2 tỷ , 24 m2, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,9776411,Cần bán,Nhà trong hẻm,---,---,_,3.5m,Sổ hồng/ Sổ đỏ,5,3
Cần bán nhà ngõ 169/52 Hoàng Mai. Hà Nội, 07/01/2022, 1.855 tỷ , 15 m2, Đường Hoàng Mai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9804710,Cần bán,Nhà trong hẻm,4.41m,3.5m,Bắc,1.2m,Sổ hồng/ Sổ đỏ,5,3
NHÀ CỬA NGÕ TRƯƠNG ĐỊNH NGÕ 3 GÁC TRÁNH NHỈNH 4 TỶ - 38M2, 07/01/2022, 4.15 tỷ , 38 m2, Đường Trương Định. Phường Trương Định. Quận Hai Bà Trưng. Hà Nội,9803693,Cần bán,Nhà trong hẻm,3.8m,---,_,2.5m,Sổ hồng/ Sổ đỏ,3,2
Nhà mới 5 tầng. ở ngay. Mỹ Đình. Nam Từ Liêm. 40m2 x MT 4.5m. gần oto. full nội thất., 07/01/2022, 4.8 tỷ , 40 m2, Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,9638778,Cần bán,Nhà mặt tiền,---,---,_,3.5m,Sổ hồng/ Sổ đỏ,5,4
Chính chủ bán nhà Phố Kimi Mã. giảm 200 triệu  Từ 5.5 Tỷ xuống còn 5.3TỶ, 07/01/2022, 5.3 tỷ , 45 m2, Ba Đình Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,9683405,Cần bán,Nhà mặt tiền,5m,---,_,4m,---,5,3
HOT ...Bán nhà 200m*10 tầng.- Đang cho thuê 3.8 tỷ/năm. ô tô.thang máy 2MT mặt tiền-mặt hồ, 07/01/2022, 45 tỷ , 200 m2, Đường Nguyễn Xiển. Phường Hạ Đình. Quận Thanh Xuân. Hà Nội,9058875,Cần bán,Nhà mặt tiền,8m,21m,_,6m,Sổ hồng/ Sổ đỏ,10,22
👍👍SIÊU HOT...Bán nhà 10 tầng. gara 5 oto TMay-Đang cho thuê 2.7 tỷ/năm tại Thanh Xuân, 07/01/2022, 35 tỷ , 150 m2, Đường Nguyễn Xiển. Phường Hạ Đình. Quận Thanh Xuân. Hà Nội,9006597,Cần bán,Nhà mặt tiền,7m,21m,_,6m,Sổ hồng/ Sổ đỏ,10,50
CHÍNH CHỦ CẦN BÁN NHÀ - PHỐ TRUNG YÊN 9 - CẦU GIẤY  10.5 TỶ, 07/01/2022, 10.5 tỷ , 55 m2, Cầu Giấy Đường Trung Yên 9. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9802025,Cần bán,Nhà mặt tiền,---,---,_,15m,---,5,4
Siêu Hot. Bán nhà Sài Đồng. Long Biên. Sát Vinhomes. Ô tô. Kinh doanh. DT110m2. nhỉnh 13tỷ, 06/01/2022, 1.3 tỷ , 110 m2, Đường Sài Đồng. Phường Sài Đồng. Quận Long Biên. Hà Nội,9799068,Cần bán,Nhà mặt tiền,---,---,_,8m,---,3,4
NHÀ MẶT PHỐ VIP NHẤT HÀ NỘI - KINH DOANH ĐỈNH - CHO THUÊ DOANH THU KHỦNG, 06/01/2022, 26.8 tỷ , 47 m2, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9775614,Cần bán,Nhà mặt tiền,3.8m,12m,_,30m,Sổ hồng/ Sổ đỏ,5,6
Nhà 3 mặt thoáng số 9/23 Hoà Bình 7 Minh Khai. MB43m2*5T. 9p.4WC, 06/01/2022, 4.65 tỷ , 43 m2, Phố Minh Khai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9635583,Cần bán,Nhà trong hẻm,4m,11m,_,3m,Sổ hồng/ Sổ đỏ,5,9
Nhà 48m2*5T mới đầu ngõ Gốc Đề. Minh Khai.Ngõ thông KD. xe tải 5 Tạ đỗ. SĐCC, 06/01/2022, 6.2 tỷ , 47 m2, Phố Minh Khai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9589073,Cần bán,Nhà trong hẻm,4m,12m,_,3m,Sổ hồng/ Sổ đỏ,5,9
Bán nhà Đống Đa 60m x 4 tầng x mt 4.5m gồm 5 ngủ. 4 wc. gần ô tô. Giá 6.x tỷ có bớt, 05/01/2022, 6.8 tỷ , 60 m2, Đường Láng. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,9791387,Cần bán,Nhà trong hẻm,4.5m,---,_,3m,Sổ hồng/ Sổ đỏ,4,5
Tòa nhà mặt phố chính 181m²x6 tầng. thông sàn có hầm. vỉa hè rộng 46 tỷ, 05/01/2022, 46 tỷ , 180 m2, Phố Lê Trọng Tấn. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,9757500,Cần bán,Nhà mặt tiền,5m,---,_,20m,Sổ hồng/ Sổ đỏ,7,4
Mặt phố chính quận Đống Đa . mặt tiền 8m. sổ đỏ nở hậu. diện tích 220m². 71.8 tỷ., 05/01/2022, 71.8 tỷ , 220 m2, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,9640215,Cần bán,Nhà mặt tiền,8m,---,_,20m,Sổ hồng/ Sổ đỏ,2,---
mặt phố chính quận Thanh xuân. 36m²x6 tầng. mặt tiền 3.6m.sổ đỏ nở hậu 13.2tỷ., 05/01/2022, 13.2 tỷ , 36 m2, Đường Khuất Duy Tiến. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,8874923,Cần bán,Nhà mặt tiền,3.6m,---,_,30m,Sổ hồng/ Sổ đỏ,6,3
Phân Lô góc. 2 thoáng. 100m²x5 tầng. view vườn hoa. chân 2 tòa chung cư. 17.2 tỷ, 05/01/2022, 17.2 tỷ , 100 m2, Đường Tố Hữu. Phường Vạn Phúc. Quận Hà Đông. Hà Nội,9450037,Cần bán,Nhà mặt tiền,6.5m,---,_,10m,Sổ hồng/ Sổ đỏ,5,6
Nhà Liền kề sổ lâu dài. 70m². 5 tầng. thang máy. mặt tiền 5.5m. full nội thất 19.9 tỷ, 05/01/2022, 19.9 tỷ , 70 m2, Đường Nguyễn Tuân. Phường Thanh Xuân Trung. Quận Thanh Xuân. Hà Nội,9476855,Cần bán,Nhà mặt tiền,5.5m,---,_,10m,Sổ hồng/ Sổ đỏ,5,4
Mặt phố Trần Thái Tông. 120m²x7 tầng. hầm. mặt tiền 5.5m. gần ĐSQ Mỹ. 62 tỷ, 05/01/2022, 62 tỷ , 120 m2, Phố Trần Thái Tông. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,9683919,Cần bán,Nhà mặt tiền,5.5m,---,_,40m,Sổ hồng/ Sổ đỏ,7,4
Bán nhà phân lô Trung Kính. DT 55m2. 3 tầng. Mt 4.5m. Đường vỉa hè. ngõ oto. Giá 11.8 tỷ, 05/01/2022, 11.8 tỷ , 55 m2, Phố Trung Kính. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9787643,Cần bán,Nhà trong hẻm,4.5m,11.87m,Đông Bắc,6m,Sổ hồng/ Sổ đỏ,3,3
BÁN NHÀ PHỐ TRÀNG TIỀN. HOÀN KIẾM. HÀ NỘI. DT 270M2. MT 5M. NHỈNH 240 TỶ., 04/01/2022, 240 tỷ , 270 m2, Phố Tràng Tiền. Phường Tràng Tiền. Quận Hoàn Kiếm. Hà Nội,9778175,Cần bán,Nhà mặt tiền,---,---,_,10m,---,4,6
NHÀ ĐẸP CẦU GIẤY - DÂN XÂY - 5 TẦNG x 48M - SÁT PHỐ - LÔ GÓC 3 THOÁNG - 6.95 TỶ, 03/01/2022, 6.95 tỷ , 48 m2, Đường Cầu Giấy. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,9777274,Cần bán,Nhà mặt tiền,4.2m,11.8m,_,3m,Sổ hồng/ Sổ đỏ,5,5
Chính chủ cần bán đất Đông Mỹ - Thanh Trì. 95m2. mt 5m. đường 6m. 2.52 Tỷ, 02/01/2022, 2.52 tỷ , 95 m2, Đường Đông Mỹ. Xã Đông Mỹ. Huyện Thanh Trì. Hà Nội,9769473,Cần bán,Nhà trong hẻm,5m,---,_,5m,Sổ hồng/ Sổ đỏ,---,---
